id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,bypopularity_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
39196,Mairimashita! Iruma-kun,2019-10-05,2020-03-07,"Fourteen-year-old Iruma Suzuki has been unfortunate all his life, having to work to earn money for his irresponsible parents despite being underage. One day, he finds out that his parents sold him to the demon Sullivan. However, Iruma's worries about what will become of him are soon relieved, for Sullivan merely wants a grandchild, pampering him and making him attend the demon school Babyls. 

At first, Iruma tries to keep a low profile in fear of his peers discovering that he is human. Unfortunately, this ends up being more difficult than he expected. It turns out that Sullivan himself is the chairman of the school, and everyone expects him to become the next Demon King!

Iruma immediately finds himself in an outrageous situation when he has to chant a forbidden spell in front of the entire school. With this, Iruma instantly earns a reputation he does not want. Even so, he is bound to be roped into more bizarre circumstances.

[Written by MAL Rewrite]",7.74,1187.0,449,518179,272194,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 62, 'name': 'Isekai'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",23,manga,1420,pg_13,"[{'id': 1258, 'name': 'Bandai Namco Pictures'}]",449,saturday,17:35,2019.0,fall,46096,352126,14855,16275,88758,518110.0,0.9399,0.0601
8861,Yosuga no Sora,2010-10-04,2010-12-20,"Due to a sudden accident, twins Haruka and Sora Kasugano have lost both of their parents. Starting their lives anew, they return to their childhood home—living once again in the rural, quaint town like they did four years ago. 

However, revisiting such a nostalgic place also means recalling all the memories the two of them made together, be it those that gave them blissful joy or those that made them suffer painful sorrow. Meeting both old acquaintances and new companions alike, the story of Haruka and Sora only gets more convoluted as their lives are slowly influenced by different acts of love, friendship, envy—and perhaps even lust.

[Written by MAL Rewrite]",6.03,9718.0,450,517766,272686,gray,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 9, 'name': 'Ecchi'}, {'id': 35, 'name': 'Harem'}, {'id': 22, 'name': 'Romance'}]",12,visual_novel,1559,r+,"[{'id': 91, 'name': 'feel.'}]",450,monday,23:30,2010.0,fall,24275,341850,10470,26389,114699,517683.0,0.9288,0.0712
1840,Zero no Tsukaima: Futatsuki no Kishi,2007-07-09,2007-09-24,"Revered as heroes for their role in defending Tristain, Louise Françoise and her familiar Saito Hiraga face heavy pressure to continue protecting the Kingdom. With an uneasy peace now established within Albion, the newly crowned Queen Henrietta must deal with a political struggle brewing on the horizon. To make matters worse, a new villain has begun plotting in the shadows against the Crown.

With the continuing threats that face the Kingdom, Louise and Saito are compelled to work together once more. No longer ""Louise the Zero,"" the young mage's newfound aptitude for Void magic gives her enough power to wipe out an entire village; however, wielding these abilities comes with its share of challenges. As more conflicts arise, the idea of placing honor above oneself is put into question—regardless of their answer, their only choice is to see it through until the end.

[Written by MAL Rewrite]",7.39,2375.0,451,513802,313574,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 9, 'name': 'Ecchi'}, {'id': 10, 'name': 'Fantasy'}, {'id': 35, 'name': 'Harem'}, {'id': 62, 'name': 'Isekai'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}]",12,light_novel,1421,pg_13,"[{'id': 7, 'name': 'J.C.Staff'}]",451,monday,00:30,2007.0,summer,13120,438310,6367,7331,48644,513772.0,0.9733,0.0267
11013,Inu x Boku SS,2012-01-13,2012-03-30,"Ririchiyo Shirakiin is the sheltered daughter of a renowned family. With her petite build and wealthy status, Ririchiyo has been a protected and dependent girl her entire life, but now she has decided to change all that. However, there is just one problem—the young girl has a sharp tongue she can't control, and terrible communication skills.

With some help from a childhood friend, Ririchiyo takes up residence in Maison de Ayakashi, a secluded high-security apartment complex that, as the unsociable 15-year-old soon discovers, is home to a host of bizarre individuals. Furthermore, their quirky personalities are not the strangest things about them: each inhabitant of the Maison de Ayakashi, including Ririchiyo, is actually half-human, half-youkai.

But Ririchiyo's troubles have only just begun. As a requirement of staying in her new home, she must be accompanied by a Secret Service agent. Ririchiyo's new partner, Soushi Miketsukami, is handsome, quiet... but ridiculously clingy and creepily submissive. With Soushi, her new supernatural neighbors, and the beginning of high school, Ririchiyo definitely seems to have a difficult path ahead of her.

[Written by MAL Rewrite]",7.36,2513.0,452,513292,239167,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Mythology'}, {'id': 22, 'name': 'Romance'}, {'id': 27, 'name': 'Shounen'}, {'id': 37, 'name': 'Supernatural'}]",12,manga,1470,pg_13,"[{'id': 287, 'name': 'David Production'}]",452,friday,NIL,2012.0,winter,25067,318448,16657,20966,132124,513262.0,0.9267,0.0733
9656,Kimi ni Todoke 2nd Season,2011-01-12,2011-03-30,"After a momentous New Year's vacation and with Valentine's Day approaching, Sawako Kuronuma is beginning to get along with her classmates. However, now that Sawako has realized her romantic feelings for the popular Shouta Kazehaya, she grows hesitant toward giving him obligatory chocolates and decides to not give him any. In turn, Kazehaya, who likes Sawako, feels a distance between them.

As February ends and April arrives, the second year of high school begins for Sawako. Luckily, she ends up in the same class as her friends Ayane Yano and Chizuru Yoshida, along with Kazehaya and his friend Ryuu Sanada, in addition to the newcomer named Kento Miura. When Kento develops an interest in Sawako, Sawako and Kazehaya's feelings for each other are put to the test.

[Written by MAL Rewrite]",7.99,672.0,453,512691,294741,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 22, 'name': 'Romance'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}]",12,manga,1380,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",453,wednesday,00:59,2011.0,winter,15734,399306,8224,5828,83581,512673.0,0.9726,0.0274
54492,Kusuriya no Hitorigoto,2023-10-22,2024-03-24,"Maomao, an apothecary's daughter, has been plucked from her peaceful life and sold to the lowest echelons of the imperial court. Now merely a maid, Maomao settles into her new mundane life and hides her extensive knowledge of medicine in order to avoid any unwanted attention.

Not long after Maomao's arrival, the emperor's infant children inexplicably begin to experience grave symptoms—almost as if a curse has been cast. The curious Maomao easily solves the mystery and, to remain out of the limelight, attempts to leave an anonymous tip. Unfortunately, the dashing and perceptive eunuch Jinshi sees through it and manages to single her out.

In recognition of her talent, Maomao is promoted to lady-in-waiting for the emperor's favorite concubine, Gyokuyou. As Maomao continues to remedy the numerous ailments afflicting the imperial court, her pharmaceutical expertise quickly proves indispensable.

[Written by MAL Rewrite]",8.88,24.0,454,512465,263711,white,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 13, 'name': 'Historical'}, {'id': 67, 'name': 'Medical'}, {'id': 7, 'name': 'Mystery'}]",24,light_novel,1370,pg_13,"[{'id': 28, 'name': 'OLM'}, {'id': 2705, 'name': 'TOHO animation STUDIO'}]",454,sunday,01:05,2023.0,fall,91522,287105,9504,5173,119033,512337.0,0.9714,0.0286
52588,Kaijuu 8-gou,2024-04-13,2024-06-29,"After the destruction of their hometown, childhood friends Kafka Hibino and Mina Ashiro make a pact to become officers in the Defense Force—a militarized organization tasked with protecting Japan from colossal monsters known as ""kaijuu."" Decades later, the 32-year-old Kafka has all but given up on his dreams of heroism. Instead, he cleans up the remains of the slaughtered kaijuu after they are defeated by valiant soldiers—including Mina, who has successfully achieved their shared goal.

Upon meeting his new coworker, Reno Ichikawa, Kafka faces a mirror of his past self: an ambitious young man whose one desire is to fight as a member of the Defense Force. Unfortunately, the two are soon involved in a freak encounter with a rogue kaijuu. Though Kafka demonstrates his innate heroic nature and rescues Reno from certain doom, he is left gravely injured.

While both men recover in a hospital, Kafka is seemingly attacked by another one of the beasts. As a result, he gains the ability to transform into a humanoid kaijuu with the strength and powers of the massive monsters menacing Japan. Dubbed ""Kaijuu No. 8"" by the military, Kafka resolves to use his newfound gifts for the greater good. Tied together by mutual respect, Kafka and Reno set out to join warriors like Mina at the forefront of the Defense Force.

[Written by MAL Rewrite]",8.3,276.0,455,512175,275984,white,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 50, 'name': 'Adult Cast'}, {'id': 38, 'name': 'Military'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 27, 'name': 'Shounen'}]",12,manga,1420,pg_13,"[{'id': 10, 'name': 'Production I.G'}]",455,saturday,23:00,2024.0,spring,66510,337682,4792,4674,98378,512036.0,0.9815,0.0185
34798,Yuru Camp△,2018-01-04,2018-03-22,"While the perfect getaway for most girls her age might be a fancy vacation with their loved ones, Rin Shima's ideal way of spending her days off is camping alone at the base of Mount Fuji. From pitching her tent to gathering firewood, she has always done everything by herself, and has no plans of leaving her little solitary world.

However, what starts off as one of Rin's usual camping sessions somehow ends up as a surprise get-together for two when the lost Nadeshiko Kagamihara is forced to take refuge at her campsite. Originally intending to see the picturesque view of Mount Fuji for herself, Nadeshiko's plans are disrupted when she ends up falling asleep partway to her destination. Alone and with no other choice, she seeks help from the only other person nearby. Despite their hasty introductions, the two girls nevertheless enjoy the chilly night together, eating ramen and conversing while the campfire keeps them warm. And even after Nadeshiko's sister finally picks her up later that night, both girls silently ponder the possibility of another camping trip together.

[Written by MAL Rewrite]",8.27,303.0,456,511552,226307,white,tv,finished_airing,"[{'id': 52, 'name': 'CGDCT'}, {'id': 63, 'name': 'Iyashikei'}, {'id': 36, 'name': 'Slice of Life'}]",12,manga,1420,pg_13,"[{'id': 1075, 'name': 'C-Station'}]",456,thursday,23:00,2018.0,winter,40801,260806,18754,12953,178193,511507.0,0.938,0.062
50631,"Komi-san wa, Comyushou desu. 2nd Season",2022-04-07,2022-06-23,"After an exciting and momentous cultural festival, Shouko Komi continues her endeavor to make one hundred friends alongside her friend and classmate Hitohito Tadano. As winter begins, the class is joined by the seemingly delinquent student Makoto Katai, who has been absent since the first week of school. Despite his intimidating appearance, Katai has difficulty communicating with others and just wants to befriend his classmates.

As new friendships form and current ones deepen, Komi and Tadano’s relationship begins to change—though not necessarily for the worse.

[Written by MAL Rewrite]",8.01,644.0,457,510195,253287,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 74, 'name': 'Love Status Quo'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,manga,1430,pg_13,"[{'id': 28, 'name': 'OLM'}]",457,thursday,00:00,2022.0,spring,51702,319021,12939,11247,115279,510188.0,0.9526,0.0474
37976,Zombieland Saga,2018-10-04,2018-12-20,"Sakura Minamoto dreams of becoming an idol. Unfortunately, reality hits her like a truck, and she dies in a sudden traffic accident. Ten years later, she wakes up in Saga Prefecture, only to find herself a zombie with no memory of her past. While still coming to terms with her demise, she meets a man named Koutarou Tatsumi, who explains that he has resurrected her and six other zombie girls from different eras for the purpose of economically revitalizing Saga by means of an idol group. Assuming the role of an abrasive manager, Koutarou begins scheduling events; the girls go along with it, eventually deciding to name their idol group Franchouchou.

An absurdly comedic take on the idol genre, Zombieland Saga tells the story of Franchouchou's heartwarming struggle to save Saga Prefecture while hiding their zombie identities and rediscovering their past lives.

[Written by MAL Rewrite]",7.5,1947.0,458,509650,244631,white,tv,finished_airing,"[{'id': 46, 'name': 'Award Winning'}, {'id': 4, 'name': 'Comedy'}, {'id': 60, 'name': 'Idols (Female)'}, {'id': 19, 'name': 'Music'}, {'id': 20, 'name': 'Parody'}, {'id': 37, 'name': 'Supernatural'}]",12,original,1420,r,"[{'id': 569, 'name': 'MAPPA'}]",458,thursday,23:30,2018.0,fall,40254,281304,22735,36891,128435,509619.0,0.883,0.117
34881,Aho Girl,2017-07-04,2017-09-19,"Yoshiko Hanabatake is an idiot beyond all belief. Somehow managing to consistently score zeroes on all of her tests and consumed by an absurd obsession with bananas, her senseless acts have caused even her own mother to lose all hope. Only one person is up to the task of keeping her insanity in check: childhood friend Akuru ""A-kun"" Akutsu.
 
Though he bemoans the ridiculous behavior he has to endure, the studious but terrifying A-kun is always ready to put an end to any stupidity Yoshiko gets up to, with no qualms about using physical force. Unfortunately, no matter how many times he attempts to knock some sense into her, the girl bounces right back to her usual shenanigans, even dragging in some other eccentrics along for the ride. Try as he might to rein in her nonsense, every moment is unpredictable with Yoshiko and her profound idiocy on the loose.

[Written by MAL Rewrite]",6.72,5695.0,459,509424,280839,white,tv,finished_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 57, 'name': 'Gag Humor'}, {'id': 23, 'name': 'School'}, {'id': 27, 'name': 'Shounen'}]",12,4_koma_manga,750,pg_13,"[{'id': 51, 'name': 'Diomedéa'}]",459,tuesday,23:00,2017.0,summer,26555,348044,10937,27038,96813,509387.0,0.9254,0.0746
